年份,考次,考科,題號,題目,選項A,選項B,選項C,選項D,正確答案,答案來源,圖片
民國111年,第2次,醫學(四),4,"先天性梅毒(Congenital syphilis)的敘述,下列何者錯誤?",新 生兒Venereal Disease Research Laboratory(VDRL)陽性可確診為先天性梅毒感染,"垂直感染可發生在孕期的任何階段,可造成流產、早產、低體重胎兒之情形","先天性梅毒早期症狀常見肝脾腫大、肝炎、黃疸;若未治療,晚期會侵犯中樞神經、骨關節",治 療先天性梅毒首選的抗生素是Penicillin-G,A,原始,[]
民國111年,第2次,醫學(四),5,新生兒維持正常體溫而氧氣消耗量最少的環境溫度叫中性環境溫度(neutral thermal environment)。下列何者不 會影響中性環境溫度的調控?,環 境對流作用(Convection),環境相對濕度(Relative humidity),新生兒出生週數(Gestational age),新 生兒餵食量(Feeding amount),D,原始,[]
民國111年,第2次,醫學(四),6,"一個新生兒外觀異常,有低位耳(low-set ears)、上顎裂 (midline facial clefts)與下頜骨發育異常 (hypomandibular abnormalities),並因為低血鈣(hypocalcemia)而引發肌肉強直性痙攣(tetany),最可能的診 斷為:",T urner syndrome,DiGeorge syndrome,Wiskott-Aldrich syndrome,N oonan syndrome,B,原始,[]
民國111年,第2次,醫學(四),7,"剛出生的男嬰,出生後不久隨即發現口鼻冒泡泡,餵食時容易嗆奶、咳嗽、喘,甚至會發紺,放置口胃管時, 有阻力而無法順利完成,最有可能的診斷為何?",先 天性橫膈膜疝氣(congenital diaphragmatic hernia),食道閉鎖(esophageal atresia),後鼻孔閉鎖(choanal atresia),喉 頭軟化症(laryngomalacia),B,原始,[]
民國111年,第2次,醫學(四),8,"有關懷孕週數40週新生兒的身體診察,下列何者最為異常?",體 重3.3公斤,身長50公分,頭圍38公分,體 溫36.8℃,C,原始,[]
民國111年,第2次,醫學(四),9,下列何種狀況最不易見到急性膽囊水腫(Acute hydrops of the gallbladder)?,川 崎氏病(Kawasaki disease),囊腫性纖維化(Cystic fibrosis),病毒性肝炎(Viral hepatitis),沙 門氏菌敗血症(Salmonellosis),B,原始,[]
民國111年,第2次,醫學(四),10,"15歲女童,每當感冒或月經來潮時,就會出現輕微黃疸,其總膽紅素(bilirubin)介於3~5 mg/dL,屬間接 型。無溶血現象,其餘肝功能檢查都正常,約5天就緩解。最可能的疾病是:",W ilson's disease,Gilbert syndrome,Dubin-Johnson syndrome,A utoimmune hepatitis,B,原始,[]
民國111年,第2次,醫學(四),11,"下列有關先天性巨結腸症(Hirschsprung disease)的敘述,何者錯誤?",直 腸內壓測定(anorectal manometry)時肛門括約肌壓力下降,直腸指診時會有爆發式排泄(explosive stools)的情形,可用直腸組織切片(rectal biopsy)來做為輔助診斷的工具,鋇 劑灌腸檢查(barium enema examination)可見病變處狹窄,A,原始,[]
民國111年,第2次,醫學(四),12,"8歲女童一個月前皮膚出現化膿性感染,這兩天尿液變少、雙側眼皮水腫。血壓115/80 mmHg、心跳每分鐘85 次、呼吸每分鐘22次。血中白血球數為12,000/mm3、血色素9.6 g/dL、血小板280,000/mm3 。尿液檢查顯示OB 3+、RBC 35~50/HPF、WBC 5~10/HPF、尿蛋白100 mg/dL。下列何者為最可能的診斷?",急 性腎盂腎炎(Acute pyelonephritis),急性鏈球菌感染後腎絲球腎炎(Acute poststreptococcal glomerulonephritis),急性溶血症(Acute hemolytic syndrome),腎 病症候群(Nephrotic syndrome),B,原始,[]
民國111年,第2次,醫學(四),13,"有關兒童腎病症候群(Idiopathic nephrotic syndrome)的敘述,下列何者錯誤?",尿 中蛋白大量流失(Nephrotic-range proteinuria),血管內滲透壓減低(Decrease intravascular oncotic pressure),病童會出現高血脂(Hyperlipidemia)的現象,血 液不易凝固(Hypocoagulability)的狀態,D,原始,[]
民國111年,第2次,醫學(四),14,"10歲男童有癲癇病史,長期使用抗癲癇藥物控制。出現全身性強直陣攣發作送到急診,抽血檢驗發現,[Na+] =140 mEq/L, [K+]=4.0 mEq/L, [Cl-]=98 mEq/L,動脈血液氣體分析為pH=7.14,PaCO<sub>2</sub>=46 mmHg,[HCO<sub>3</sub>-] =17 mEq/L。有關此病人的敘述,下列何者錯誤?",代 謝性酸中毒(Metabolic acidosis)合併呼吸性酸中毒(respiratory acidosis),低陰離子間隙(Low anion gap),治療包括控制癲癇及呼吸支持,此 代謝性酸中毒(Metabolic acidosis)可能因癲癇發作而引起,B,原始,[]
民國111年,第2次,醫學(四),15,"有關腸病毒(Enterovirus)重症的敘述,下列何者錯誤?",重 症病人常會脫水故需大量給與輸液補充,未滿5歲兒童居多,腸病毒71型為腦幹脊髓炎(Rhombencephalitis)之主要病原之一,頻 繁的肌跳躍(Myoclonic jerks)是重症前兆,A,原始,[]
民國111年,第2次,醫學(四),16,"5歲男童早上醒來後,發覺他兩腳無法走路,急診檢查時發現體溫為38.5℃且血清中Creatine kinase(CK)比 正常值高20倍,下列何種疾病為最有可能之診斷?",A cute myositis,Acute transverse myelitis,Myasthenia gravis,G uillian-Barré syndrome,A,原始,[]
民國111年,第2次,醫學(四),17,"13歲男孩,自述4週前有輕微腹瀉,最近2週內有進行性的四肢無力和感覺異常,神經學診查發現四肢深部 肌腱反射(Deep tendon reflexes)減弱,腦部和脊椎磁振造影掃描無特殊異常,腦脊髓液檢查報告如下: WBC:0 cell/mm3,RBC:0 cell/mm3,glucose:80 mg/dL,protein:105 mg/dL。此病人最可能的診斷為何?",P oliomyelitis,Acute inflammatory demyelinating polyradiculoneuropathy,Myasthenia gravis,V iral myositis,B,原始,[]
民國111年,第2次,醫學(四),18,"有關新生兒的身體診察,下列敘述何者錯誤?","M oro reflex若兩手臂呈不對稱伸張,要考慮是否有臂神經叢受損(Brachial plexus injury)","在頭部摸到一軟而有波動之腫塊,且越過骨縫,此為胎頭血腫(Cephalohematoma)",出生後第3天身體軀幹出現毒性紅斑(Erythema toxicum)此為正常現象,"身 體中線兩側的皮膚呈現半紅半白(Harlequin color change),係屬暫時性的,無任何意義",B,原始,[]
民國111年,第2次,醫學(四),19,"新生兒一再發生低血糖(hypoglycemia),當血糖低至40 mg/dL時所做的實驗室檢查結果,其中何者不支持高 胰島素症(hyperinsulinism)的診斷?",血 清胰島素(insulin)值為10 μU/mL(正常範圍5~15 μU/mL),血漿游離脂肪酸濃度(free fatty acid level)低,血漿酮體(ketone body)為3.0 mmol/L(正常值<0.6 mmol/L),"1  mg升糖素(glucagon)靜脈注射後,病人血糖值為90 mg/dL",C,原始,[]
民國111年,第2次,醫學(四),20,"男童青春期第二性徵的發育,下列何項變化最晚出現?",陰 莖變長(growth of penis),睪丸變大(enlargement of testes),生長衝刺(growth spurt),陰 毛發育(development of pubic hair),C,原始,[]
民國111年,第2次,醫學(四),21,"6個月大的男童,皮膚和臟器反覆出現膿瘍,且合併發生骨髓炎(osteomyelitis)、全身性濕疹(eczema),最 有可能是下列那一種先天性免疫缺損問題?",T 淋巴球免疫缺乏(T cells immunodeficiency),自然殺手細胞免疫缺乏(natural killer cells immunodeficiency),補體免疫缺乏(complement deficiency),吞 噬細胞趨化性缺陷(phagocyte chemotaxis defect),D,原始,[]
民國111年,第2次,醫學(四),22,"下呼吸道阻塞,最不會出現下列那一項徵候?",I ntercostal retraction,Wheezing,Stridor,T achypnea,C,原始,[]
民國111年,第2次,醫學(四),23,"有關幼年特發性關節炎(Juvenile idiopathic arthritis, JIA),下列敘述何者錯誤?","不 管是診斷那一種亞型的JIA,一定要有關節炎,才能下診斷","JIA之診斷主要是靠臨床診斷,所有的實驗室檢查都只是幫助診斷及預後參考之用","多關節亞型(Polyarthritis)的患者,會有較高比例合併葡萄膜炎(Uveitis)","A NA陽性在少關節亞型(Oligoarthritis)的比例,較其他亞型為高",C,原始,[]
民國111年,第2次,醫學(四),24,"有關異位性皮膚炎(Atopic dermatitis)的敘述,下列何者錯誤?",異 位性皮膚炎診斷之依據包括皮疹是否呈現典型分布以及是否有慢性、復發性癢疹,"第一代口服抗組織胺可能會導致嗜睡,因此考慮夜間睡前使用","異位性皮膚炎病童皮膚傷口最常會受到鏈球菌感染,發生時可使用局部抗生素治療","異 位性皮膚炎如果使用局部型類固醇效果不好者,可考慮使用topical calcineurin inhibitors 來治療",C,原始,[]
民國111年,第2次,醫學(四),25,"10個月大的男童,最近3個月內反覆發生中耳炎及細菌性肺炎,但之前健康情形尚稱良好。病童有一個哥哥 於9個月大時,因敗血症過世。身體診察發現無扁桃腺(Tonsils),血中IgG<200 mg/dL、IgA<5 mg/dL、 IgM<100 mg/dL,此男童最可能的診斷為何?",嬰 兒暫時性低免疫球蛋白血症(Transient hypogammaglobulinemia of infancy),選擇性IgA缺乏症(Selective IgA deficiency),嚴重合併性免疫缺乏症(Severe combined immunodeficiency),B ruton氏免疫球蛋白缺乏症(Bruton agammaglobulinemia),D,原始,[]
民國111年,第2次,醫學(四),26,唐氏症(Down syndrome)兒童最常罹患下列何種白血病 ?,T -cell acute lymphoblastic leukemia(T-ALL),B-cell acute lymphoblastic leukemia(B-ALL),Acute myelogenous leukemia(AML),C hronic myelogenous leukemia(CML),C,原始,[]
民國111年,第2次,醫學(四),27,"發生嗜中性球低下發燒(Febrile neutropenia)時,有關Vancomycin的給與時機及方式,下列何者較不恰當?","休 克時使用Vancomycin,應加快靜脈輸注速率(輸注時間小於10分鐘)","如果有明顯的導管相關感染,應給與Vancomycin","如果過去有Methicillin-resistant金黃色葡萄球菌 (Staphylococcus aureus)菌落形成 (colonization)的病史,應 給與Vancomycin","如 果病人有嚴重的口腔黏膜炎(Mucositis),且已使用quinolone類藥物做預防性抗生素,仍應給與 Vancomycin",A,原始,[]
民國111年,第2次,醫學(四),28,"有關川崎氏病(Kawasaki disease)的敘述,除了持續發高燒超過5天外,亦須出現主要臨床準據(principal clinical criteria),以符合診斷,但下列何者錯誤?","出 現不同型態的皮疹,廣泛分布於四肢和軀幹","一週內會出現皮膚脫屑,特別是指尖周圍","兩眼結膜充血,或口腔黏膜變化,如草莓舌或嘴唇紅裂甚至出血","急 性非化膿性頸淋巴結腫大,單側或雙側,直徑至少1.5公分",B,原始,[]
民國111年,第2次,醫學(四),29,"引起兒童胸痛(chest pain)的原因當中,下列何者相對少見(less common)?",先 天性心臟病(Congenital heart disease),肌肉骨骼原因(Musculoskeletal),肺部原因(Pulmonary),焦 慮(Anxiety),A,原始,[]
民國111年,第2次,醫學(四),30,"一位6個月大男嬰因呼吸急促就醫,身體診察時在左胸前可聽到第三度to-and-fro心雜音,於右肋下緣4公分 可觸摸到肝臟腫大,胸部X光如圖所示。下列何者為最可能的診斷?",法 洛氏四合症(tetralogy of Fallot),先天肺動脈瓣膜缺失症伴有心室中隔缺損(congenital absence of the pulmonary valves and ventricular septal defect),三尖瓣膜閉鎖(tricuspid atresia),總 肺靜脈回流異常(total anomalous pulmonary venous return)合併阻塞,B,原始,['images/111080_22_q030_i0.jpg']
民國111年,第2次,醫學(四),31,"7歲男童,視力減退;之後出現步伐蹣跚、無法行走。8歲時皮膚明顯變黑,9歲死亡。他的舅舅在10歲大 時,也因類似病程而死亡。下列何者為最可能的診斷?",龐 貝氏症(Pompe disease),威爾森氏症(Wilson disease),"腎上腺腦白質失養症(Adrenoleukodystrophy, ALD)",高 雪氏症(Gaucher Disease),C,原始,[]
民國111年,第2次,醫學(四),32,"5歲男童,身材較矮,學習遲緩,眼裂下垂,耳位低,而且有肺動脈狹窄。下列何者為最可能的診斷?",威 廉氏症(Williams syndrome),努南氏症(Noonan syndrome),特納氏症(Turner syndrome),唐 氏症(Down syndrome),B,原始,[]
民國111年,第2次,醫學(四),33,"唐氏症(Down syndrome)的患童約15%有頸椎曲度異常(Misalignment of cervical vertebra),其中最好發在那 一節頸椎?",C 1,C2,C3,C 4,A,原始,[]
民國111年,第2次,醫學(四),34,下列何者不是慢性蕁麻疹(chronic urticaria)的建議療法?,抗 組織胺(antihistamine),環孢素(cyclosporine),抗IgE之單株抗體omalizumab,長 期口服類固醇(long term oral corticosteroid),D,原始,[]
民國111年,第2次,醫學(四),35,"關於乾癬(psoriasis)的敘述,下列何者錯誤?",乾 癬病患可合併出現乾癬性關節炎,心肌梗塞是乾癬病患可能的共病,肥胖是乾癬的危險因子,口 服類固醇是首選治療,D,原始,[]
民國111年,第2次,醫學(四),36,"有關於汗斑(pityriasis versicolor)的敘述,下列何者錯誤?",最 常見的致病菌是馬拉色菌(Malassezia),用伍氏燈(Wood lamp)照射可以看到黃綠色的螢光,"口服首選治療為griseofulvin,因其療效較口服itraconazole有效","若 常處於悶熱潮濕環境,治療後仍容易復發",C,原始,[]
民國111年,第2次,醫學(四),37,"一位5歲男童出現發燒、倦怠、上呼吸道症狀、喉嚨痛、肚子痛,以及如圖皮疹約3天,下列相關敘述何者 錯誤?","此 病的病程大多為benign, self-limited",疾病緩解後的3~6週間可能出現脫甲症(onychomadesis)的指甲變化,病灶常出現在手、腳、四肢及嘴巴周圍,"可 由克沙奇病毒(coxsackievirus)感染造成,病程表現大多比腸病毒(enterovirus)71型感染嚴重,重症比率 也較高",D,原始,['images/111080_22_q037_i0.jpg']
民國111年,第2次,醫學(四),38,"60 歲的女性,病患自述約一週前在下唇出現一個直徑約1公分、無痛、暗紫色、有彈性的丘疹(如圖一所 示),並否認有外傷的情況。經切片手術之病理檢查如附圖二。下列何者為最可能的診斷?",皮 膚纖維瘤(dermatofibroma),靜脈湖(venous lake),黑色素瘤(melanoma),色 素性基底細胞癌(pigmented basal cell carcinoma),B,原始,['images/111080_22_q038_i0.jpg']
民國111年,第2次,醫學(四),39,下列何者不是診斷全身性紅斑性狼瘡(systemic lupus erythematosus)的重要皮膚特徵?,兩 側臉頰的蝴蝶斑,皮膚具有光敏感性,蕁麻疹時常發作,圓 盤狀皮膚疹,C,原始,[]
民國111年,第2次,醫學(四),40,"下列有關真皮層黑色素細胞增生疾病(dermal melanocytosis),何者正確?","相 較於表皮的色素沉澱,真皮層黑色素細胞增生疾病通常會呈現藍灰色的色澤","Hori 氏母斑(nevus of Hori)較常出現於亞洲女性,因常見於臉部通常一出生就會被發現","Ito 氏母斑(nevus of Ito)常沿著臉部三叉神經的位置分布,一部分的患者會伴隨鞏膜色素異常(scleral pigmentation)","蒙 古斑(mongolian spot)好發於亞洲人等有色人種,最常見的部位為嬰兒的下腹部",A,原始,[]
